GAMEID,DATE,DH,EJECTEE,EJECTEENAME,TEAM,JOB,UMPIRE,UMPIRENAME,INNING,REASON
BLN189709100,09/10/1897, ,dextc101,"Charlie Dexter",LS3,P,kellk102,"Kick Kelly",-1,"Balls and strikes"
BRO189709130,09/13/1897, ,warnj103,"Jack Warner",NY1,P,hurst801,"Tim Hurst",-1,"Balls and strikes"
LS3189709130,09/13/1897, ,brods101,"Steve Brodie",PIT,P,kellk102,"Kick Kelly",-1,"Call at 1B"
LS3189709130,09/13/1897, ,hawlp101,"Pink Hawley",PIT,P,kellk102,"Kick Kelly",-1,"Call at 1B"
LS3189709130,09/13/1897, ,paddd102,"Dick Padden",PIT,P,kellk102,"Kick Kelly",-1,"Call at 1B"
WSN189709130,09/13/1897, ,mercw101,"Win Mercer",WSN,P,carpb901,"Bill Carpenter",-1,"Balls and strikes"
PIT189709180,09/18/1897, ,hawlp101,"Pink Hawley",PIT,P,mcdoj105,"Jim McDonald",-1,"Fighting"
PIT189709180,09/18/1897, ,crosm101,"Monte Cross",SLN,P,mcdoj105,"Jim McDonald",-1,"Fighting"
NY1189709200,09/20/1897, ,kellj106,"Joe Kelley",BLN,P,hurst801,"Tim Hurst",-1,"Balls and strikes"
CL4189709220,09/22/1897, ,ansoc101,"Cap Anson",CHN,M,odayh101,"Hank O'Day",-1,"Interference non-call"
NY1189804160,04/16/1898, ,gleak101,"Kid Gleason",NY1,P,snydp101,"Pop Snyder",-1,"Call at 3B (Threw glove)"
LS3189804200,04/20/1898, ,everb101,"Bill Everitt",CHN,P,cushc801,"Charlie Cushman",-1,"Call at HP"
LS3189804270,04/27/1898, ,clarf101,"Fred Clarke",LS3,M,woodg104,"George Wood",-1,"Interference non-call"
PIT189804300,04/30/1898, ,paddd102,"Dick Padden",PIT,P,woodg104,"George Wood",-1,"Call at 2B"
CHN189805010,05/01/1898, ,dextc101,"Charlie Dexter",LS3,P,cushc801,"Charlie Cushman",-1,"Bench jockeying"
WSN189805020,05/02/1898, ,browt102,"Tom Brown",WSN,M,snydp101,"Pop Snyder",-1,"Call at 2B"
CIN189805121,05/12/1898,1,crosl101,"Lave Cross",SLN,P,cushc801,"Charlie Cushman",-1,"Bench jockeying"
BSN189805130,05/13/1898, ,hallb101,"Bill Hallman",BRO,P,snydp101,"Pop Snyder",-1,"Fair/foul call"
CHN189805130,05/13/1898, ,tebep101,"Patsy Tebeau",CL4,M,odayh101,"Hank O'Day",-1,"Balk non-call"
NY1189805172,05/17/1898,2,gradm101,"Mike Grady",NY1,P,lynct901,"Tom Lynch",-1,"Balls and strikes"
CHN189805220,05/22/1898, ,dahlb102,"Bill Dahlen",CHN,P,connt901,"Tommy Connolly",-1,"Interference call"
CHN189805220,05/22/1898, ,langb102,"Bill Lange",CHN,P,connt901,"Tommy Connolly",-1,"Interference call"
CHN189805240,05/24/1898, ,grifc101,"Clark Griffith",CHN,P,lynct901,"Tom Lynch",-1,"Balls and strikes"
LS3189805240,05/24/1898, ,gradm101,"Mike Grady",NY1,P,cushc801,"Charlie Cushman",-1,"Balls and strikes"
NY1189806010,06/01/1898, ,tebep101,"Patsy Tebeau",CL4,M,emslb101,"Bob Emslie",-1,"Unknown reason"
BRO189806020,06/02/1898, ,everb101,"Bill Everitt",CHN,P,cushc801,"Charlie Cushman",-1,"Balls and strikes"
BRO189806030,06/03/1898, ,donat101,"Tim Donahue",CHN,P,cushc801,"Charlie Cushman",-1,"Interference call"
NY1189806030,06/03/1898, ,joycb101,"Bill Joyce",NY1,M,andre101,"Ed Andrews",-1,"Fighting"
NY1189806090,06/09/1898, ,gradm101,"Mike Grady",NY1,P,mcdoj105,"Jim McDonald",-1,"Call at HP"
BLN189806100,06/10/1898, ,mcgrj101,"John McGraw",BLN,P,andre101,"Ed Andrews",-1,"Call at 2B"
WSN189806130,06/13/1898, ,kellj106,"Joe Kelley",BLN,P,cushc801,"Charlie Cushman",-1,"Balls and strikes"
WSN189806130,06/13/1898, ,mcgad102,"Dan McGann",BLN,P,cushc801,"Charlie Cushman",-1,"Balls and strikes"
CL4189806140,06/14/1898, ,burkj101,"Jesse Burkett",CL4,P,snydp101,"Pop Snyder",-1,"Balls and strikes"
SLN189806170,06/17/1898, ,dextc101,"Charlie Dexter",LS3,P,woodg104,"George Wood",-1,"Unknown reason"
CIN189806200,06/20/1898, ,brods101,"Steve Brodie",BLN,P,snydp101,"Pop Snyder",-1,"Unknown reason"
PIT189806220,06/22/1898, ,joycb101,"Bill Joyce",NY1,M,cushc801,"Charlie Cushman",-1,"Call at HP"
PIT189806230,06/23/1898, ,warnj103,"Jack Warner",NY1,P,"","",-1,"Unknown reason"
SLN189806271,06/27/1898,1,taylj102,"Jack Taylor",SLN,P,"","",-1,"Balls and strikes"
CL4189806282,06/28/1898,2,ansoc101,"Cap Anson",NY1,M,cushc801,"Charlie Cushman",-1,"Balk call"
CL4189806290,06/29/1898, ,duffh101,"Hugh Duffy",BSN,P,currw101,"Wes Curry",-1,"Call at 2B"
CL4189806290,06/29/1898, ,longh101,"Herman Long",BSN,P,currw101,"Wes Curry",-1,"Call at 1B"
LS3189806300,06/30/1898, ,mcgrj101,"John McGraw",BLN,P,odayh101,"Hank O'Day",-1,"Interference non-call"
CHN189807010,07/01/1898, ,warnj103,"Jack Warner",NY1,P,"","",-1,"Unknown reason"
CHN189807020,07/02/1898, ,dahlb102,"Bill Dahlen",CHN,P,"","",-1,"Unknown reason"
BRO189807090,07/09/1898, ,gleak101,"Kid Gleason",NY1,P,huntj901,"John Hunt",-1,"Interference call"
BLN189807110,07/11/1898, ,dammb101,"Bill Dammann",CIN,P,snydp101,"Pop Snyder",-1,"Unknown reason"
BLN189807130,07/13/1898, ,hillb102,"Bill Hill",CIN,P,"","",-1,"Unknown reason"
BLN189807140,07/14/1898, ,ewinb101,"Buck Ewing",CIN,M,snydp101,"Pop Snyder",-1,"Condition of baseball (Threw it over fence)"
NY1189807230,07/23/1898, ,kellj106,"Joe Kelley",BLN,P,lynct901,"Tom Lynch",-1,"Balls and strikes"
NY1189807230,07/23/1898, ,joycb101,"Bill Joyce",NY1,M,andre101,"Ed Andrews",-1,"Call at 1B"
CHN189807290,07/29/1898, ,dahlb102,"Bill Dahlen",CHN,P,connt901,"Tommy Connolly",-1,"Call at 3B"
CL4189807292,07/29/1898,2,kellj106,"Joe Kelley",BLN,P,andre101,"Ed Andrews",-1,"Call at 1B"
CL4189807302,07/30/1898,2,jennh101,"Hughie Jennings",BLN,P,lynct901,"Tom Lynch",-1,"Foul ball call"
CL4189807302,07/30/1898,2,chilc101,"Cupid Childs",CL4,P,andre101,"Ed Andrews",-1,"Unknown reason"
CHN189807310,07/31/1898, ,selbk101,"Kip Selbach",WSN,P,snydp101,"Pop Snyder",-1,"Balls and strikes"
CIN189808042,08/04/1898,2,gradm101,"Mike Grady",NY1,P,gaffj801,"John Gaffney",-1,"Call at HP"
WSN189808111,08/11/1898,1,gradm101,"Mike Grady",NY1,P,odayh101,"Hank O'Day",-1,"Unknown reason"
NY1189808120,08/12/1898, ,dahlb102,"Bill Dahlen",CHN,P,emslb101,"Bob Emslie",-1,"Called third strike"
NY1189808130,08/13/1898, ,dahlb102,"Bill Dahlen",CHN,P,huntj901,"John Hunt",-1,"Call at 3B"
NY1189808130,08/13/1898, ,grifc101,"Clark Griffith",CHN,P,huntj901,"John Hunt",-1,"Call at 3B"
BLN189808200,08/20/1898, ,tuckt103,"Tommy Tucker",SLN,P,warna901,"Al Warner",-1,"Bench jockeying"
PHI189808220,08/22/1898, ,clarf101,"Fred Clarke",LS3,M,currw101,"Wes Curry",-1,"Call at 2B"
PHI189808220,08/22/1898, ,dextc101,"Charlie Dexter",LS3,P,currw101,"Wes Curry",-1,"Call at 2B"
NY1189809060,09/06/1898, ,lachc101,"Candy LaChance",BRO,P,andre101,"Ed Andrews",-1,"Call at 1B"
WSN189809080,09/08/1898, ,killf101,"Frank Killen",WSN,P,gaffj801,"John Gaffney",-1,"Balls and strikes"
BLN189809140,09/14/1898, ,kellj106,"Joe Kelley",BLN,P,andre101,"Ed Andrews",-1,"Call at 1B"
WSN189809151,09/15/1898,1,tebep101,"Patsy Tebeau",CL4,M,browt102,"Tom Brown",-1,"Call at HP"
BRO189809191,09/19/1898,1,greyb101,"Bill Gray",PIT,P,huntj901,"John Hunt",-1,"Call at HP"
BLN189809200,09/20/1898, ,mcgrj101,"John McGraw",BLN,P,browt102,"Tom Brown",-1,"Unknown reason"
WSN189809200,09/20/1898, ,everb101,"Bill Everitt",CHN,P,andre101,"Ed Andrews",-1,"Obstruction call (Threw glove)"
PHI189809230,09/23/1898, ,tebep101,"Patsy Tebeau",CL4,M,sware101,"Ed Swartwood",-1,"Unknown reason"
CIN189809260,09/26/1898, ,vaugf101,"Farmer Vaughn",CIN,P,sware101,"Ed Swartwood",-1,"Bench jockeying"
NY1189809261,09/26/1898,1,warnj103,"Jack Warner",NY1,P,connt901,"Tommy Connolly",-1,"Balls and strikes"
NY1189809262,09/26/1898,2,joycb101,"Bill Joyce",NY1,M,huntj901,"John Hunt",-1,"Called third strike"
BSN189809280,09/28/1898, ,duffh101,"Hugh Duffy",BSN,P,andre101,"Ed Andrews",-1,"Call at 1B"
BLN189809290,09/29/1898, ,kellj106,"Joe Kelley",BLN,P,huntj901,"John Hunt",-1,"Call at HP"
BLN189809290,09/29/1898, ,mcgrj101,"John McGraw",BLN,P,huntj901,"John Hunt",-1,"Balls and strikes"
CL4189809290,09/29/1898, ,hillb102,"Bill Hill",CIN,P,emslb101,"Bob Emslie",-1,"Balls and strikes"
WSN189809290,09/29/1898, ,warnj103,"Jack Warner",NY1,P,connt901,"Tommy Connolly",-1,"Call at 1B"
BSN189809300,09/30/1898, ,lajon101,"Nap Lajoie",PHI,P,browt102,"Tom Brown",-1,"Bench jockeying"
CHN189810042,10/04/1898,2,dahlb102,"Bill Dahlen",CHN,P,odayh101,"Hank O'Day",-1,"HBP non-call"
SLN189810050,10/05/1898, ,stenj101,"Jake Stenzel",SLN,P,warna901,"Al Warner",-1,"Unknown reason"
BRO189810110,10/11/1898, ,grifm101,"Mike Griffin",BRO,M,huntj901,"John Hunt",-1,"Balk non-call"
LS3189904190,04/19/1899, ,grifc101,"Clark Griffith",CHN,P,burno101,"Oyster Burns",-1,"Balk call"
NY1189904200,04/20/1899, ,robiw101,"Wilbert Robinson",BLN,P,andre101,"Ed Andrews",-1,"Obstruction call"
LS3189904221,04/22/1899,1,lochh101,"Harry Lochhead",CL4,P,odayh101,"Hank O'Day",-1,"Fighting"
LS3189904221,04/22/1899,1,clarf101,"Fred Clarke",LS3,M,odayh101,"Hank O'Day",-1,"Fighting"
NY1189904220,04/22/1899, ,holmd101,"Ducky Holmes",BLN,P,andre101,"Ed Andrews",-1,"Call at 3B"
PIT189905020,05/02/1899, ,bowef102,"Frank Bowerman",PIT,P,smitb901,"Billy Smith",-1,"Interference call"
PIT189905020,05/02/1899, ,oconj104,"Jack O'Connor",SLN,P,burno101,"Oyster Burns",-1,"Bench jockeying"
CHN189905080,05/08/1899, ,crosl101,"Lave Cross",CL4,M,burno101,"Oyster Burns",-1,"HBP call"
SLN189905190,05/19/1899, ,gleak101,"Kid Gleason",NY1,P,burno101,"Oyster Burns",-1,"Balls and strikes"
CIN189905200,05/20/1899, ,kellj106,"Joe Kelley",BRO,P,sware101,"Ed Swartwood",-1,"Obscene language"
CHN189905230,05/23/1899, ,dougk101,"Klondike Douglass",PHI,P,huntj901,"John Hunt",-1,"Balls and strikes"
CIN189905230,05/23/1899, ,wilsp102,"Parke Wilson",NY1,P,warna901,"Al Warner",-1,"Call at 2B"
SLN189905270,05/27/1899, ,kellj106,"Joe Kelley",BRO,P,odayh101,"Hank O'Day",-1,"Called third strike"
BSN189905310,05/31/1899, ,dowdt101,"Tommy Dowd",CL4,P,burno101,"Oyster Burns",-1,"Call at 3B"
BSN189905310,05/31/1899, ,crosl101,"Lave Cross",CL4,P,burno101,"Oyster Burns",-1,"Call at 3B"
BSN189905310,05/31/1899, ,lochh101,"Harry Lochhead",CL4,P,burno101,"Oyster Burns",-1,"Call at 3B"
NY1189906020,06/02/1899, ,hartf101,"Fred Hartman",NY1,P,andre101,"Ed Andrews",-1,"Call at 3B"
BLN189906050,06/05/1899, ,mcgrj101,"John McGraw",BLN,M,sware101,"Ed Swartwood",-1,"Balls and strikes"
BLN189906050,06/05/1899, ,grifc101,"Clark Griffith",CHN,P,sware101,"Ed Swartwood",-1,"Balls and strikes"
WSN189906050,06/05/1899, ,heide101,"Emmet Heidrick",SLN,P,connt901,"Tommy Connolly",-1,"Obstruction non-call"
PHI189906090,06/09/1899, ,paddd102,"Dick Padden",WSN,P,smitb901,"Billy Smith",-1,"Unknown reason"
NY1189906160,06/16/1899, ,gleak101,"Kid Gleason",NY1,P,burno101,"Oyster Burns",-1,"Balls and strikes"
NY1189906160,06/16/1899, ,warnj103,"Jack Warner",NY1,P,burno101,"Oyster Burns",-1,"Balls and strikes"
NY1189906160,06/16/1899, ,wilsp102,"Parke Wilson",NY1,P,burno101,"Oyster Burns",-1,"Letting pitched ball hit umpire"
PIT189906220,06/22/1899, ,obrij104,"John O'Brien",PIT,P,connt901,"Tommy Connolly",-1,"Call at 1B"
PIT189906230,06/23/1899, ,obrij104,"John O'Brien",PIT,P,connt901,"Tommy Connolly",-1,"Call at 3B"
LS3189906260,06/26/1899, ,paddd102,"Dick Padden",WSN,P,connt901,"Tommy Connolly",-1,"Obstruction non-call"
CL4189906270,06/27/1899, ,tuckt103,"Tommy Tucker",CL4,P,smitb901,"Billy Smith",-1,"Call at 2B"
PIT189906280,06/28/1899, ,dahlb102,"Bill Dahlen",BRO,P,odayh101,"Hank O'Day",-1,"Balls and strikes"
PIT189907010,07/01/1899, ,keelw101,"Willie Keeler",BRO,P,mcgac101,"Chippy McGarr",-1,"Call at 1B"
BLN189907041,07/04/1899,1,mcgrj101,"John McGraw",BLN,M,mcdoj105,"Jim McDonald",-1,"Call at HP"
PHI189907041,07/04/1899,1,dahlb102,"Bill Dahlen",BRO,P,smitb901,"Billy Smith",-1,"Unknown reason"
BRO189907120,07/12/1899, ,crigl101,"Lou Criger",SLN,P,emslb101,"Bob Emslie",-1,"Balls and strikes"
PHI189907140,07/14/1899, ,milld105,"Dusty Miller",CIN,P,latha101,"Arlie Latham",-1,"Call at 3B"
PHI189907140,07/14/1899, ,coold101,"Duff Cooley",PHI,P,latha101,"Arlie Latham",-1,"HBP non-call"
BLN189907180,07/18/1899, ,mcgrj101,"John McGraw",BLN,M,lynct901,"Tom Lynch",-1,"Fighting"
BLN189907180,07/18/1899, ,corct101,"Tommy Corcoran",CIN,P,lynct901,"Tom Lynch",-1,"Fighting"
BLN189907272,07/27/1899,2,mcgrj101,"John McGraw",BLN,M,snydp101,"Pop Snyder",-1,"Call at 3B"
LS3189907310,07/31/1899, ,doylj103,"Jack Doyle",NY1,P,smitb901,"Billy Smith",-1,"Unknown reason"
CHN189908040,08/04/1899, ,chilc101,"Cupid Childs",SLN,P,smitb901,"Billy Smith",-1,"Call at 2B"
CHN189908040,08/04/1899, ,tebep101,"Patsy Tebeau",SLN,M,smitb901,"Billy Smith",-1,"Call at 2B"
BLN189908100,08/10/1899, ,burkj101,"Jesse Burkett",SLN,P,huntj901,"John Hunt",-1,"Unknown reason"
BSN189908171,08/17/1899,1,hamib101,"Billy Hamilton",BSN,P,latha101,"Arlie Latham",-1,"Unknown reason"
BLN189908181,08/18/1899,1,donat101,"Tim Donahue",CHN,P,manna901,"Al Mannassau",-1,"Call at HP (Threw dirt)"
BLN189908182,08/18/1899,2,everb101,"Bill Everitt",CHN,P,manna901,"Al Mannassau",-1,"Unknown reason"
BLN189908190,08/19/1899, ,mcgad102,"Dan McGann",WSN,P,manna901,"Al Mannassau",-1,"Balls and strikes"
BLN189908190,08/19/1899, ,paddd102,"Dick Padden",WSN,P,manna901,"Al Mannassau",-1,"Balls and strikes"
LS3189908260,08/26/1899, ,mcgrj101,"John McGraw",BLN,M,huntj901,"John Hunt",-1,"Call at 3B"
CHN189908270,08/27/1899, ,grifc101,"Clark Griffith",CHN,P,connt901,"Tommy Connolly",-1,"Call at 2B"
LS3189908272,08/27/1899,2,smita105,"Aleck Smith",BLN,P,odayh101,"Hank O'Day",-1,"Unknown reason"
LS3189908272,08/27/1899,2,clarf101,"Fred Clarke",LS3,M,odayh101,"Hank O'Day",-1,"Unknown reason"
SLN189908280,08/28/1899, ,freeb102,"Buck Freeman",WSN,P,manna901,"Al Mannassau",-1,"Call at HP"
CIN189908290,08/29/1899, ,shecj101,"Jimmy Sheckard",BLN,P,huntj901,"John Hunt",-1,"Obstruction non-call"
CIN189908290,08/29/1899, ,peith101,"Heinie Peitz",CIN,P,sware101,"Ed Swartwood",-1,"Balls and strikes"
BSN189909040,09/04/1899, ,smita105,"Aleck Smith",BLN,P,mcgac101,"Chippy McGarr",-1,"Call at 2B"
SLN189909041,09/04/1899,1,clinb101,"Billy Clingman",LS3,P,"","",-1,"Unknown reason"
WSN189909070,09/07/1899, ,mcgad102,"Dan McGann",WSN,P,huntj901,"John Hunt",-1,"Call at 1B (Reversed)"
SLN189909090,09/09/1899, ,burkj101,"Jesse Burkett",SLN,P,latha101,"Arlie Latham",-1,"Balls and strikes"
WSN189909122,09/12/1899,2,freeb102,"Buck Freeman",WSN,P,latha101,"Arlie Latham",-1,"Call at 3B"
WSN189909122,09/12/1899,2,mcgad102,"Dan McGann",WSN,P,latha101,"Arlie Latham",-1,"Call at 3B"
BLN189909140,09/14/1899, ,cunnb103,"Bert Cunningham",LS3,P,bettw901,"William Betts",-1,"Doctored ball"
PHI189909150,09/15/1899, ,clarf101,"Fred Clarke",LS3,M,mcgac101,"Chippy McGarr",-1,"Bench jockeying"
BSN189909222,09/22/1899,2,magog101,"George Magoon",CHN,P,odayh101,"Hank O'Day",-1,"Call at HP"
BSN189909300,09/30/1899, ,mageb101,"Bill Magee",WSN,P,sware101,"Ed Swartwood",-1,"Balls and strikes"
BSN189910030,10/03/1899, ,doylj103,"Jack Doyle",NY1,P,huntj901,"John Hunt",-1,"Call at 1B"
BLN189910040,10/04/1899, ,delae101,"Ed Delahanty",PHI,P,manna901,"Al Mannassau",-1,"Arguing infield fly"
WSN189910092,10/09/1899,2,mercw101,"Win Mercer",WSN,P,manna901,"Al Mannassau",-1,"Call at 3B"
BLN189910100,10/10/1899, ,lachc101,"Candy LaChance",BLN,P,latha101,"Arlie Latham",-1,"Call at 1B"
BLN189910100,10/10/1899, ,smita105,"Aleck Smith",BLN,P,latha101,"Arlie Latham",-1,"Call at 1B"
BLN189910100,10/10/1899, ,mageb101,"Bill Magee",WSN,P,latha101,"Arlie Latham",-1,"Call at 2B"
BRO189910141,10/14/1899,1,shecj101,"Jimmy Sheckard",BLN,P,huntj901,"John Hunt",-1,"Call at 2B"
CIN190004220,04/22/1900, ,everb101,"Bill Everitt",CHN,P,odayh101,"Hank O'Day",-1,"Balls and strikes"
NY1190004270,04/27/1900, ,gradm101,"Mike Grady",NY1,P,connt901,"Tommy Connolly",-1,"Balls and strikes"
NY1190005040,05/04/1900, ,dahlb102,"Bill Dahlen",BRO,P,connt901,"Tommy Connolly",-1,"Balls and strikes"
CIN190005150,05/15/1900, ,delae101,"Ed Delahanty",PHI,P,sware101,"Ed Swartwood",-1,"Balk non-call"
SLN190005180,05/18/1900, ,hawlp101,"Pink Hawley",NY1,P,sware101,"Ed Swartwood",-1,"Unknown reason"
SLN190005180,05/18/1900, ,selbk101,"Kip Selbach",NY1,P,sware101,"Ed Swartwood",-1,"Called third strike"
BSN190006020,06/02/1900, ,mcgrj101,"John McGraw",SLN,P,emslb101,"Bob Emslie",-1,"Call at 1B"
BRO190006130,06/13/1900, ,barrj103,"Jimmy Barrett",CIN,P,odayh101,"Hank O'Day",-1,"Balls and strikes"
SLN190006170,06/17/1900, ,burkj101,"Jesse Burkett",SLN,P,terra101,"Adonis Terry",-1,"Threw ball into stands"
SLN190006190,06/19/1900, ,donlm101,"Mike Donlin",SLN,P,terra101,"Adonis Terry",-1,"Call at 1B"
CIN190007030,07/03/1900, ,gradm101,"Mike Grady",NY1,P,snydp101,"Pop Snyder",-1,"Unknown reason"
CIN190007042,07/04/1900,2,doylj103,"Jack Doyle",NY1,P,emslb101,"Bob Emslie",-1,"Call at 2B (Fought umpire; arrested)"
SLN190007070,07/07/1900, ,crosm101,"Monte Cross",PHI,P,hurst801,"Tim Hurst",-1,"Call at 2B"
CIN190007080,07/08/1900, ,kellj106,"Joe Kelley",BRO,P,emslb101,"Bob Emslie",-1,"Call at 1B"
NY1190007130,07/13/1900, ,kennb101,"Brickyard Kennedy",BRO,P,snydp101,"Pop Snyder",-1,"Balls and strikes"
PIT190007130,07/13/1900, ,coold101,"Duff Cooley",PIT,P,sware101,"Ed Swartwood",-1,"Balls and strikes"
NY1190007160,07/16/1900, ,kellj106,"Joe Kelley",BRO,P,sware101,"Ed Swartwood",-1,"Call at 1B (Reversed)"
BSN190007190,07/19/1900, ,greed103,"Danny Green",CHN,P,odayh101,"Hank O'Day",7,"Call at 1B"
NY1190007190,07/19/1900, ,mcgrj101,"John McGraw",SLN,P,terra101,"Adonis Terry",-1,"Call at 1B"
NY1190007310,07/31/1900, ,dextc101,"Charlie Dexter",CHN,P,odayh101,"Hank O'Day",1,"Fair/foul call"
NY1190008020,08/02/1900, ,davig102,"George Davis",NY1,M,terra101,"Adonis Terry",6,"Call at 2B"
SLN190008070,08/07/1900, ,gleak101,"Kid Gleason",NY1,P,emslb101,"Bob Emslie",-1,"Call at 2B"
CIN190008170,08/17/1900, ,philb101,"Bill Phillips",CIN,P,emslb101,"Bob Emslie",-1,"Fighting"
BRO190008280,08/28/1900, ,jonef102,"Fielder Jones",BRO,P,odayh101,"Hank O'Day",-1,"Balls and strikes"
NY1190009032,09/03/1900,2,beckj103,"Jake Beckley",CIN,P,snydp101,"Pop Snyder",-1,"Call at 2B"
BSN190009060,09/06/1900, ,irwic101,"Charlie Irwin",CIN,P,snydp101,"Pop Snyder",-1,"Call at HP"
NY1190009080,09/08/1900, ,burkj101,"Jesse Burkett",SLN,P,gaffj801,"John Gaffney",-1,"Unknown reason"
NY1190009080,09/08/1900, ,mcgrj101,"John McGraw",SLN,P,gaffj801,"John Gaffney",-1,"Balls and strikes"
BRO190009190,09/19/1900, ,mcgrj101,"John McGraw",SLN,P,gaffj801,"John Gaffney",-1,"Call at HP"
BRO190009190,09/19/1900, ,robiw101,"Wilbert Robinson",SLN,P,gaffj801,"John Gaffney",-1,"Call at HP (Threw ball at umpire)"
NY1190009200,09/20/1900, ,dahlb102,"Bill Dahlen",BRO,P,snydp101,"Pop Snyder",-1,"Balls and strikes"
BRO190009210,09/21/1900, ,hawlp101,"Pink Hawley",NY1,P,snydp101,"Pop Snyder",-1,"Call at 3B"
BRO190009240,09/24/1900, ,mcfae101,"Ed McFarland",PHI,P,hurst801,"Tim Hurst",-1,"Balls and strikes"
BSN190009240,09/24/1900, ,davig102,"George Davis",NY1,M,snydp101,"Pop Snyder",-1,"Call at HP"
BRO190009270,09/27/1900, ,kellj106,"Joe Kelley",BRO,P,hurst801,"Tim Hurst",-1,"Call at 1B"
BSN190010020,10/02/1900, ,kellj106,"Joe Kelley",BRO,P,hurst801,"Tim Hurst",-1,"Call at HP"
BSN190010032,10/03/1900,2,dahlb102,"Bill Dahlen",BRO,P,hurst801,"Tim Hurst",-1,"Call at 1B"
BSN190010032,10/03/1900,2,tennf102,"Fred Tenney",BSN,P,hurst801,"Tim Hurst",-1,"Call at 3B"
PHA190104260,04/26/1901, ,everb101,"Bill Everitt",WS1,P,haskj901,"Jack Haskell",3,"Called third strike"
PHI190104270,04/27/1901, ,davig102,"George Davis",NY1,M,odayh101,"Hank O'Day",5,"Call at 1B"
PHI190104270,04/27/1901, ,smita105,"Aleck Smith",NY1,P,odayh101,"Hank O'Day",5,"Call at 1B"
CHA190104300,04/30/1901, ,buelf101,"Fritz Buelow",DET,P,connt901,"Tommy Connolly",5,"Balls and strikes"
MLA190105030,05/03/1901, ,burkj104,"Jimmy Burke",MLA,P,connt901,"Tommy Connolly",2,"Balls and strikes"
MLA190105030,05/03/1901, ,malob101,"Billy Maloney",MLA,P,connt901,"Tommy Connolly",4,"Balls and strikes"
MLA190105050,05/05/1901, ,grifc101,"Clark Griffith",CHA,M,connt901,"Tommy Connolly",4,"Balls and strikes"
CHN190105070,05/07/1901, ,chanf101,"Frank Chance",CHN,P,dwyef101,"Frank Dwyer",7,"Called third strike"
CHN190105070,05/07/1901, ,doylj103,"Jack Doyle",CHN,P,dwyef101,"Frank Dwyer",4,"Condition of field"
PHA190105070,05/07/1901, ,mcgrj101,"John McGraw",BLA,M,haskj901,"Jack Haskell",6,"Balls and strikes"
PHA190105070,05/07/1901, ,schmc101,"Crazy Schmit",BLA,P,haskj901,"Jack Haskell",6,"Balls and strikes"
CLE190105080,05/08/1901, ,grifc101,"Clark Griffith",CHA,M,sherj901,"Jack Sheridan",5,"Balls and strikes"
CLE190105080,05/08/1901, ,lachc101,"Candy LaChance",CLE,P,sherj901,"Jack Sheridan",1,"Balls and strikes"
BOS190105090,05/09/1901, ,lajon101,"Nap Lajoie",PHA,P,haskj901,"Jack Haskell",1,"Unknown reason"
MLA190105100,05/10/1901, ,duffh101,"Hugh Duffy",MLA,M,connt901,"Tommy Connolly",7,"Call at 1B"
BOS190105110,05/11/1901, ,freeb102,"Buck Freeman",BOS,P,haskj901,"Jack Haskell",2,"Call at 2B"
NY1190105130,05/13/1901, ,kellj106,"Joe Kelley",BRO,P,odayh101,"Hank O'Day",9,"Timing of third out (Game forfeited)"
BLA190105150,05/15/1901, ,mcgrj101,"John McGraw",BLA,M,cantj801,"Joe Cantillon",8,"Balls and strikes"
CHA190105160,05/16/1901, ,duffh101,"Hugh Duffy",MLA,P,connt901,"Tommy Connolly",1,"Call at 1B (reversed)"
NY1190105170,05/17/1901, ,davig102,"George Davis",NY1,M,nashb101,"Billy Nash",5,"Call at HP"
NY1190105170,05/17/1901, ,tayld102,"Dummy Taylor",NY1,P,nashb101,"Billy Nash",6,"Balls and strikes"
NY1190105170,05/17/1901, ,warnj103,"Jack Warner",NY1,P,nashb101,"Billy Nash",5,"Call at HP (Kicked umpire)"
WS1190105200,05/20/1901, ,gradm101,"Mike Grady",WS1,P,cantj801,"Joe Cantillon",8,"Called third strike"
CHA190105270,05/27/1901, ,mcgrj101,"John McGraw",BLA,M,manna901,"Al Mannassau",2,"Balls and strikes"
CHA190105301,05/30/1901,1,shugf101,"Frank Shugart",CHA,P,connt901,"Tommy Connolly",8,"Call at 3B"
MLA190105302,05/30/1901,2,everb101,"Bill Everitt",WS1,P,haskj901,"Jack Haskell",-1,"HBP call"
DET190105310,05/31/1901, ,howeh101,"Harry Howell",BLA,P,sherj901,"Jack Sheridan",9,"Call at HP (Game forfeited)"
DET190105310,05/31/1901, ,robiw101,"Wilbert Robinson",BLA,P,sherj901,"Jack Sheridan",9,"Call at HP (Game forfeited)"
PIT190106010,06/01/1901, ,leact101,"Tommy Leach",PIT,P,cunnb103,"Bert Cunningham",9,"Call at 1B (Shoved umpire)"
PIT190106010,06/01/1901, ,ritcc101,"Claude Ritchey",PIT,P,cunnb103,"Bert Cunningham",9,"Call at 1B (Threw ball)"
MLA190106020,06/02/1901, ,collj103,"Jimmy Collins",BOS,M,haskj901,"Jack Haskell",5,"Call at 2B"
MLA190106020,06/02/1901, ,freeb102,"Buck Freeman",BOS,P,haskj901,"Jack Haskell",5,"Call at 2B"
CIN190106040,06/04/1901, ,shecj101,"Jimmy Sheckard",BRO,P,cunnb103,"Bert Cunningham",3,"Call at 2B (Spit at umpire)"
